name,author,narrator,releasedate,language,price,rating_stars,n_ratings,hours,mins,time_mins
Us,"SarinaBowen,ElleKennedy","SarinaBowen,ElleKennedy",2017-01-20,English,8.02,,7.0,7,45,465
Why We March,TheAudibleEditors,TheAudibleEditors,2020-06-28,English,0.0,,11.0,0,28,28
The Magpie Lord,KJCharles,KJCharles,2018-01-26,English,8.02,,2.0,6,25,385
More Happy Than Not,AdamSilvera,AdamSilvera,2015-02-06,English,9.84,4.5,3.0,8,20,500
In Their Shoes,JamieWindust,JamieWindust,2020-10-21,English,5.0,,1.0,4,54,294
Gay Bar,JeremyAthertonLin,JeremyAthertonLin,2021-04-03,English,11.16,,1.0,7,51,471
Stonewall,MartinDuberman,MartinDuberman,2020-04-11,English,10.03,,1.0,13,11,791
Queering the Tarot,"CassandraSnow,BethMaiden-Forewordby","CassandraSnow,BethMaiden-Forewordby",2019-08-10,English,7.03,,1.0,8,2,482
Ties That Bind,SarahSchulman,SarahSchulman,2014-06-23,English,6.01,4.5,2.0,4,12,252
Space Between,NicoTortorella,NicoTortorella,2019-09-17,English,10.55,,1.0,8,15,495
5 Red-Hot Sex Tips from Real Women,JohnFletcher,JohnFletcher,2020-04-15,English,0.78,,1.0,0,13,13
To Paradise,HanyaYanagihara,HanyaYanagihara,2022-11-01,English,3.88,,1.0,28,46,1726
Call Me by Your Name,AndréAciman,AndréAciman,2017-03-10,English,1.61,4.5,44.0,7,48,468
Boyfriend Material,AlexisHall,AlexisHall,2020-07-07,English,14.06,4.5,24.0,13,11,791
The Carpet Weaver,NematSadat,NematSadat,2020-03-26,English,10.55,4.5,53.0,10,11,611
A Fashionable Indulgence,KJCharles,KJCharles,2015-11-08,English,8.02,3.5,3.0,8,47,527
Things Have Gotten Worse Since We Last Spoke,EricLaRocca,EricLaRocca,2021-08-07,English,2.8,,3.0,2,14,134
Oranges Are Not the Only Fruit,JeanetteWinterson,JeanetteWinterson,2015-09-17,English,6.83,,6.0,6,2,362
Scrap Metal,HarperFox,HarperFox,2015-01-29,English,10.03,4.5,2.0,12,23,743
A Seditious Affair,KJCharles,KJCharles,2015-12-15,English,8.02,,1.0,7,22,442
The Picture of Dorian Gray,OscarWilde,OscarWilde,2007-08-21,English,7.84,,2.0,8,5,485
Summer Sons,LeeMandelo,LeeMandelo,2021-09-28,English,2.17,,2.0,12,38,758
The Power of the Dog,"ThomasSavage,AnnieProulx-afterword","ThomasSavage,AnnieProulx-afterword",2021-01-19,English,6.0,4.5,3.0,8,21,501
Townie,NeelPatel,NeelPatel,2021-05-27,English,2.8,,1.0,0,38,38
The Buddha of Suburbia,HanifKureishi,HanifKureishi,2005-08-07,English,8.65,,2.0,10,58,658
Choke,ChuckPalahniuk,ChuckPalahniuk,2002-12-20,English,9.02,,3.0,7,10,430
Crossroads,RileyHart,RileyHart,2015-11-17,English,11.26,,4.0,7,23,443
The Eternal Game,AlexGilbert,AlexGilbert,2021-12-21,English,14.06,,1.0,11,48,708
Ghost of Lies,AliceWinters,AliceWinters,2021-06-12,English,10.03,,1.0,11,22,682
Marriage of a Thousand Lies,SJSindu,SJSindu,2017-06-13,English,9.84,3.5,3.0,7,45,465
Seasons of Love,HarperBliss,HarperBliss,2016-04-30,English,9.84,4.5,7.0,6,44,404
A Little Bit of Spice,GeorgiaBeers,GeorgiaBeers,2015-12-15,English,8.02,4.5,2.0,8,6,486
Blue-Skinned Gods,S.J.Sindu,S.J.Sindu,2021-02-11,English,11.26,,1.0,11,13,673
Just Three Words,MelissaBrayden,MelissaBrayden,2015-10-30,English,10.03,,6.0,11,53,713
The City and the Pillar,GoreVidal,GoreVidal,2019-10-15,English,10.04,,1.0,6,24,384
Lie with Me,"PhilippeBesson,MollyRingwald","PhilippeBesson,MollyRingwald",2019-05-09,English,7.38,4.5,10.0,3,35,215
Wild,MeghanO’Brien,MeghanO’Brien,2014-10-09,English,10.03,,1.0,10,31,631
Conflict of Interest,Jae,Jae,2019-04-16,English,8.44,,2.0,14,0,840
Selection Day,AravindAdiga,AravindAdiga,2016-09-21,English,15.94,3.5,21.0,8,53,533
The Hitman's Guide to Making Friends and Finding Love,AliceWinters,AliceWinters,2019-11-16,English,10.03,,2.0,10,43,643
Death in Venice,ThomasMann,ThomasMann,2011-12-26,English,1.12,,2.0,3,6,186
Familiar Beginnings,AliceWinters,AliceWinters,2021-05-18,English,8.02,,1.0,6,26,386
Contract for Love,AlisonGrey,AlisonGrey,2019-12-03,English,8.44,,2.0,9,43,583
Wolfsong,TJKlune,TJKlune,2016-05-10,English,10.03,,2.0,18,40,1120
The Charioteer,MaryRenault,MaryRenault,2014-01-12,English,8.65,,1.0,14,42,882
Carmilla: A Vampyre Tale,J.SheridanLeFanu,J.SheridanLeFanu,2010-04-27,English,6.01,4.5,3.0,3,0,180
Jericho,AnnMcMan,AnnMcMan,2015-03-02,English,14.04,,1.0,21,5,1265
The Roommate Arrangement,Jae,Jae,2020-03-31,English,8.44,,1.0,12,49,769
Hot Head,DamonSuede,DamonSuede,2012-12-10,English,5.63,,1.0,10,34,634
The Wife in the Attic,RoseLerner,RoseLerner,2021-09-02,English,16.06,3.5,2.0,16,18,978
The Lightning-Struck Heart,TJKlune,TJKlune,2015-10-12,English,10.03,,4.0,19,49,1189
Just for Show,Jae,Jae,2018-09-10,English,8.44,4.5,7.0,10,27,627
The World Unseen,ShamimSarif,ShamimSarif,2016-05-23,English,9.79,4.5,4.0,8,25,505
Irregular Heartbeat,ChrisZett,ChrisZett,2019-01-29,English,7.03,4.5,2.0,10,6,606
The Hitman's Guide to Staying Alive Despite Past Mistakes,AliceWinters,AliceWinters,2020-04-20,English,10.03,,1.0,10,28,628
Matter of Time: Vol. 1,MaryCalmes,MaryCalmes,2013-11-01,English,5.63,,1.0,12,13,733
Once Upon a Haunted Moor,HarperFox,HarperFox,2017-04-12,English,2.8,3.5,2.0,2,57,177
A People's History of Heaven,MathangiSubramanian,MathangiSubramanian,2020-06-29,English,10.55,,1.0,9,39,579
The Raven King,NoraSakavic,NoraSakavic,2018-10-30,English,8.44,4.5,3.0,9,35,575
Under the Udala Trees,ChineloOkparanta,ChineloOkparanta,2015-09-22,English,9.84,,1.0,11,19,679
Silver & Black,TylerMay,TylerMay,2015-11-24,English,10.69,,2.0,12,2,722
Bitter Legacy,DalMacLean,DalMacLean,2019-12-11,English,8.44,,1.0,14,11,851
Hotel Queens,LeeWinter,LeeWinter,2021-02-17,English,10.03,,1.0,11,41,701
How to Lure a Hunter,AliceWinters,AliceWinters,2021-10-03,English,10.03,,1.0,10,36,636
"The Tricky Series, Books 1 & 2",CamrynEyde,CamrynEyde,2019-09-24,English,12.04,4.5,2.0,18,11,1091
Bulletproof,MaryCalmes,MaryCalmes,2013-01-02,English,5.63,,1.0,7,5,425
Space Struck,PaigeLewis,PaigeLewis,2020-03-03,English,7.03,,4.0,0,50,50
The Devoted Friend,OscarWilde,OscarWilde,2000-05-25,English,0.78,4.5,2.0,0,24,24
Eddie: Grime Doesn't Pay,Z.A.Maxfield,Z.A.Maxfield,2015-08-21,English,8.02,,1.0,8,32,512
Gold,E.J.Noyes,E.J.Noyes,2019-12-31,English,8.44,,1.0,9,11,551
An Unseen Attraction,KJCharles,KJCharles,2017-02-21,English,8.02,,2.0,7,38,458
Swimming in the Dark,TomaszJedrowski,TomaszJedrowski,2020-06-02,English,6.83,,4.0,6,45,405
The Summer of Jordi Perez (and the Best Burger in Los Angeles),AmySpalding,AmySpalding,2018-04-17,English,9.84,4.5,2.0,6,30,390
A Gentleman's Position,KJCharles,KJCharles,2016-04-28,English,8.02,,1.0,8,1,481
Stirring Up Trouble,Z.A.Maxfield,Z.A.Maxfield,2016-02-11,English,6.01,,1.0,4,26,266
All Stirred Up,Z.A.Maxfield,Z.A.Maxfield,2016-02-11,English,6.01,,1.0,4,58,298
Driftwood,HarperFox,HarperFox,2017-12-13,English,8.02,,1.0,6,58,418
Kestrel's Chance,HarperFox,HarperFox,2017-06-01,English,6.01,,1.0,3,24,204
The Prettiest Star,CarterSickels,CarterSickels,2020-05-19,English,8.44,,1.0,10,21,621
Drawn Together,Z.A.Maxfield,Z.A.Maxfield,2016-11-15,English,8.02,,1.0,8,35,515
The Last Sun,K.D.Edwards,K.D.Edwards,2018-12-06,English,10.03,,1.0,13,18,798
History Is All You Left Me,AdamSilvera,AdamSilvera,2017-01-17,English,9.84,,5.0,9,35,575
The Hitman's Guide to Tying the Knot Without Getting Shot,AliceWinters,AliceWinters,2021-01-29,English,8.02,,2.0,9,37,577
His Cocky Valet,ColeMcCade,ColeMcCade,2018-04-12,English,7.03,,2.0,8,41,521
The Wolf at the Door,CharlieAdhara,CharlieAdhara,2019-07-16,English,8.44,,3.0,8,17,497
The Empress of Salt and Fortune,NghiVo,NghiVo,2020-07-31,English,4.21,4.5,2.0,2,25,145
Paper Love,Jae,Jae,2018-06-11,English,7.03,,7.0,9,7,547
Memorial,BryanWashington,BryanWashington,2021-07-01,English,6.83,,2.0,8,20,500
Brothers of the Wild North Sea,HarperFox,HarperFox,2017-11-30,English,10.03,,1.0,13,4,784
Love and Murder on Quarantine Island,MichaelThomasFord,MichaelThomasFord,2021-09-03,English,8.02,,1.0,7,26,446
Finders Keepers,N.R.Walker,N.R.Walker,2019-07-30,English,7.03,,1.0,6,30,390
Once Upon a Princess,"ClareLydon,HarperBliss","ClareLydon,HarperBliss",2018-02-10,English,7.03,2.5,2.0,7,35,455
Alphas Like Us,"KristaRitchie,BeccaRitchie","KristaRitchie,BeccaRitchie",2018-05-15,English,10.03,,1.0,13,23,803
Where You Are,J.H.Trumble,J.H.Trumble,2019-10-22,English,8.44,,1.0,9,50,590
Fierce Femmes and Notorious Liars,KaiChengThom,KaiChengThom,2019-08-22,English,6.19,,1.0,4,13,253
Hidden in Darkness,AliceWinters,AliceWinters,2018-09-10,English,7.03,,1.0,9,42,582
Fair Game,JoshLanyon,JoshLanyon,2010-10-11,English,7.21,4.5,2.0,6,45,405
Broken Pieces,RileyHart,RileyHart,2016-09-20,English,10.03,,1.0,11,4,664
"A Matter of Time, Volume 2",MaryCalmes,MaryCalmes,2013-01-02,English,5.63,,1.0,13,49,829
"Bear, Otter, and the Kid",TJKlune,TJKlune,2012-01-06,English,5.63,3.5,2.0,12,19,739
Her Name in the Sky,KellyQuindlen,KellyQuindlen,2017-11-04,English,11.26,,1.0,11,14,674
What Belongs to You,GarthGreenwell,GarthGreenwell,2017-04-20,English,3.88,,3.0,6,10,370
Graceful Burdens,RoxaneGay,RoxaneGay,2020-01-09,English,0.8,,1.0,0,45,45
The Hanged Man,K.D.Edwards,K.D.Edwards,2019-12-19,English,10.03,,1.0,15,12,912
Snow Storm,DavidsonKing,DavidsonKing,2019-10-22,English,7.03,,1.0,5,45,345
Band Sinister,KJCharles,KJCharles,2019-03-19,English,7.03,,1.0,7,59,479
Snow Falling,DavidsonKing,DavidsonKing,2018-07-31,English,7.03,,1.0,6,21,381
Passion’s Bright Fury,Radclyffe,Radclyffe,2014-04-15,English,8.02,,1.0,7,59,479
Hunter’s Way,GerriHill,GerriHill,2015-06-10,English,10.03,,1.0,10,28,628
Fair Play,JoshLanyon,JoshLanyon,2015-08-09,English,8.02,,2.0,7,20,440
Stranger on the Shore,JoshLanyon,JoshLanyon,2015-08-09,English,8.02,4.5,3.0,9,17,557
Against Doctor’s Orders,Radclyffe,Radclyffe,2014-12-23,English,8.02,,1.0,9,8,548
Sacred Country,RoseTremain,RoseTremain,2017-12-14,English,8.65,,1.0,13,4,784
Hard to Hold,JaclynQuinn,JaclynQuinn,2019-11-19,English,7.03,4.5,2.0,7,5,425
Hard to Get,JaclynQuinn,JaclynQuinn,2019-10-29,English,7.03,4.5,2.0,6,40,400
A Dangerous Dance,DavidsonKing,DavidsonKing,2019-04-16,English,7.03,,1.0,5,58,358
Badlands,MorganBrice,MorganBrice,2019-12-03,English,7.03,4.5,2.0,8,20,500
The Black Tides of Heaven,NeonYang,NeonYang,2019-06-25,English,5.63,,1.0,5,21,321
Triple Threat,DavidsonKing,DavidsonKing,2019-11-19,English,7.03,,1.0,6,8,368
A Light in the Darkness,AliceWinters,AliceWinters,2018-11-13,English,7.03,,1.0,9,7,547
Deception in Darkness,AliceWinters,AliceWinters,2020-01-14,English,8.44,,1.0,10,35,635
An Unnatural Vice,KJCharles,KJCharles,2017-06-06,English,8.02,,2.0,7,54,474
Honestly Ben,BillKonigsberg,BillKonigsberg,2017-01-04,English,7.87,,2.0,9,16,556
Herland,CharlottePerkinsGilman,CharlottePerkinsGilman,2011-03-30,English,7.03,,1.0,7,1,421
Filthy Erotic Sex Stories,LucyJames,LucyJames,2021-07-01,English,8.02,,5.0,5,0,300
Silver in the Wood & Drowned Country,EmilyTesh,EmilyTesh,2020-08-18,English,7.03,,1.0,5,51,351
The Seep,ChanaPorter,ChanaPorter,2020-01-21,English,8.16,,1.0,3,4,184
Out of the Blue,LilaRose,LilaRose,2019-02-07,English,8.44,4.5,3.0,10,59,659
Year of the Monsoon,CarenJ.Werlinger,CarenJ.Werlinger,2019-04-06,English,8.02,,1.0,8,48,528
Courting Mr. Lincoln,LouisBayard,LouisBayard,2019-04-23,English,8.44,,1.0,13,28,808
Lucky Town,MorganBrice,MorganBrice,2019-03-29,English,5.63,,1.0,3,9,189
Santori,MarisBlack,MarisBlack,2019-12-02,English,8.02,,1.0,7,29,449
The Lion Tamer Who Lost,LouiseBeech,LouiseBeech,2019-01-22,English,8.65,,1.0,11,8,668
A Love Story for Bewildered Girls,EmmaMorgan,EmmaMorgan,2019-07-02,English,8.2,,1.0,8,50,530
Born Again Sinner,DarylBanner,DarylBanner,2018-12-12,English,8.44,,1.0,10,2,602
Jungle Heat,BonnieDee,BonnieDee,2010-10-11,English,7.21,,1.0,8,51,531
Beowulf for Cretins,AnnMcMan,AnnMcMan,2018-07-17,English,8.02,,1.0,8,50,530
In Search of Saints,HarperFox,HarperFox,2016-02-12,English,2.8,,1.0,2,37,157
Long Time Gone,SEJakes,SEJakes,2015-12-16,English,8.02,,1.0,7,50,470
Cage Match,BonnieDee,BonnieDee,2016-10-26,English,8.02,,1.0,6,10,370
Half Moon Chambers,HarperFox,HarperFox,2016-01-12,English,8.02,,1.0,7,6,426
A Reason to Believe,DianaCopland,DianaCopland,2012-10-22,English,10.03,,1.0,10,5,605
Finding the Grain,WynnMalone,WynnMalone,2014-11-26,English,10.03,,1.0,14,31,871
The Front Runner,PatriciaNellWarren,PatriciaNellWarren,2011-12-22,English,10.03,,1.0,10,50,650
All Roads Lead To You,HarperFox,HarperFox,2016-02-12,English,2.8,,1.0,1,39,99
The Princess and the Prix,NellStark,NellStark,2016-08-04,English,8.02,,1.0,9,25,565
Full Circle,RileyHart,RileyHart,2016-11-22,English,8.02,,1.0,7,21,441
Patience and Sarah,IsabelMiller,IsabelMiller,2015-09-15,English,8.02,,1.0,5,45,345
Ball & Chain,AbigailRoux,AbigailRoux,2015-12-15,English,10.03,,1.0,10,0,600
The Good Son,PaulMcVeigh,PaulMcVeigh,2016-01-21,English,7.15,,1.0,7,26,446
Who Is Vera Kelly?,RosalieKnecht,RosalieKnecht,2018-12-06,English,9.84,,1.0,6,50,410
Queer,WilliamS.Burroughs,WilliamS.Burroughs,2013-01-08,English,3.96,,1.0,4,42,282
A Density of Souls,ChristopherRice,ChristopherRice,2008-11-09,English,8.04,,1.0,8,40,520
Run to You,GeorgiaBeers,GeorgiaBeers,2016-11-15,English,8.02,,1.0,9,31,571
The Spiral Down,AlyMartinez,AlyMartinez,2017-11-28,English,8.02,,1.0,8,45,525
The Backup Boyfriend,RiverJaymes,RiverJaymes,2015-09-06,English,11.26,,1.0,8,37,517
Rescued Heart,GeorgiaBeers,GeorgiaBeers,2016-05-23,English,8.02,,1.0,7,38,458
All That Lies Within,LynnAmes,LynnAmes,2015-07-01,English,8.02,,1.0,9,41,581
Object of His Desire,AvaMarch,AvaMarch,2017-01-30,English,2.8,,1.0,2,8,128
Letters Never Sent,SandraMoran,SandraMoran,2015-03-17,English,11.24,,1.0,13,14,794
Trick of Time,J.L.Merrow,J.L.Merrow,2013-01-28,English,1.99,,1.0,3,10,190
Goldenrod,AnnMcMan,AnnMcMan,2017-11-07,English,10.03,4.5,2.0,11,16,676
The Book of Daniel,Z.A.Maxfield,Z.A.Maxfield,2015-10-08,English,8.02,,1.0,9,10,550
Docile,K.M.Szpara,K.M.Szpara,2020-03-03,English,2.65,,1.0,16,32,992
The X Ingredient,RoslynSinclair,RoslynSinclair,2020-01-28,English,8.44,4.5,5.0,11,7,667
Object of Desire,DalMacLean,DalMacLean,2020-01-14,English,9.84,,1.0,12,51,771
Too Good to Be True,A.E.Via,A.E.Via,2020-08-25,English,7.03,,1.0,8,32,512
Here Comes Trouble,A.E.Via,A.E.Via,2019-02-07,English,7.03,,1.0,8,30,510
"Nothing Special Series Box Set, Books 1-5",A.E.Via,A.E.Via,2020-10-27,English,7.03,,1.0,51,39,3099
Promises: Part 2,A.E.Via,A.E.Via,2020-07-01,English,8.44,,2.0,9,16,556
Try,EllaFrank,EllaFrank,2014-07-15,English,10.03,,1.0,13,21,801
I Kissed a Boy,LandonDixon,LandonDixon,2020-06-03,English,1.82,,1.0,0,17,17
Jack: Grime and Punishment,Z.A.Maxfield,Z.A.Maxfield,2015-08-21,English,8.02,4.5,2.0,5,52,352
Not Fade Away,SEJakes,SEJakes,2015-12-16,English,2.8,,1.0,1,5,65
Nothing Special VII: EX Meridian,A.E.Via,A.E.Via,2020-07-07,English,7.03,,2.0,8,33,513
His Hart’s Command,A.E.Via,A.E.Via,2019-05-11,English,8.44,,3.0,8,51,531
Don't Judge,A.E.Via,A.E.Via,2019-07-24,English,7.03,,2.0,9,38,578
Nothing Special,A.E.Via,A.E.Via,2019-05-14,English,7.03,,1.0,9,47,587
Nothing Special V,A.E.Via,A.E.Via,2019-10-20,English,8.44,,1.0,12,29,749
Beyond the Sea,KeiraAndrews,KeiraAndrews,2020-06-30,English,7.03,,1.0,8,42,522
Ethan,NicoleEdwards,NicoleEdwards,2014-07-10,English,11.24,,1.0,12,20,740
Whisper,TalBauer,TalBauer,2021-07-27,English,9.84,,1.0,25,55,1555
The Picture of Dorian Gray,OscarWilde,OscarWilde,2017-08-22,English,8.02,4.5,41.0,5,16,316
Bath Haus,P.J.Vernon,P.J.Vernon,2021-06-15,English,13.57,4.5,5.0,12,8,728
Blue on Blue,DalMacLean,DalMacLean,2020-12-05,English,8.44,,1.0,13,27,807
Spooky Business,S.E.Harmon,S.E.Harmon,2021-09-03,English,7.03,,2.0,10,17,617
Body Language,A.K.Turner,A.K.Turner,2020-11-26,English,15.94,,1.0,11,1,661
Requiem for Immortals,LeeWinter,LeeWinter,2019-08-20,English,7.03,4.5,3.0,12,5,725
A Hard Call,MaxWalker,MaxWalker,2018-09-25,English,7.03,,1.0,7,5,425
The Long Shot,PaulMonette,PaulMonette,2014-12-03,English,10.03,,1.0,10,49,649
Enemy of My Enemy,TalBauer,TalBauer,2020-10-20,English,7.03,,1.0,18,12,1092
Interlude: First Noel,TalBauer,TalBauer,2021-09-02,English,7.03,,1.0,6,35,395
Breaking Character,LeeWinter,LeeWinter,2019-04-23,English,8.44,,9.0,11,47,707
If the Shoe Fits,E.J.Noyes,E.J.Noyes,2019-11-19,English,10.03,,9.0,11,36,696
Matrix,LaurenGroff,LaurenGroff,2021-09-23,English,10.66,,2.0,8,52,532
Ravensong,TJKlune,TJKlune,2018-06-12,English,7.02,,2.0,20,18,1218
Ask Me Again,E.J.Noyes,E.J.Noyes,2019-09-07,English,8.44,4.5,6.0,9,44,584
Ache,MarleyValentine,MarleyValentine,2021-07-28,English,8.02,,1.0,6,56,416
Hostile Takeover,LucyLennox,LucyLennox,2021-10-29,English,8.02,4.5,2.0,8,56,536
Rule Breaker,LilyMorton,LilyMorton,2019-04-15,English,8.02,4.5,2.0,9,32,572
The Secret Poet,GeorgiaBeers,GeorgiaBeers,2021-06-04,English,8.02,,1.0,7,24,444
How to Belong with a Billionaire,AlexisHall,AlexisHall,2019-03-09,English,6.0,,1.0,13,44,824
Top Secret,"SarinaBowen,ElleKennedy","SarinaBowen,ElleKennedy",2019-05-31,English,8.02,,6.0,9,25,565
The Split,LauraKay,LauraKay,2021-02-22,English,10.02,4.5,2.0,10,26,626
The Fall,MayArcher,MayArcher,2019-02-19,English,7.03,,2.0,8,28,508
"Ask, Tell",E.J.Noyes,E.J.Noyes,2019-11-06,English,7.03,,8.0,8,29,509
A Guy Walks into My Bar,LaurenBlakely,LaurenBlakely,2020-08-17,English,10.03,4.5,8.0,10,26,626
The King's Men,NoraSakavic,NoraSakavic,2018-12-12,English,8.44,,2.0,12,33,753
The Gravity Between Us,KristenZimmer,KristenZimmer,2015-09-16,English,11.26,4.5,7.0,8,52,532
Prince of Air and Darkness,M.A.Grant,M.A.Grant,2019-06-28,English,8.44,,1.0,12,30,750
The Nerd and the Prince,B.G.Thomas,B.G.Thomas,2019-03-01,English,4.21,,1.0,7,6,426
Who'd Have Thought,G.Benson,G.Benson,2018-03-27,English,8.44,,3.0,12,0,720
Heartsong,T.J.Klune,T.J.Klune,2019-10-22,English,9.84,,2.0,17,46,1066
"Promises, Part 4",A.E.Via,A.E.Via,2020-10-03,English,8.44,,2.0,11,3,663
Hello Forever,SarinaBowen,SarinaBowen,2017-07-14,English,9.28,,1.0,6,12,372
Not Dead Yet,JennBurke,JennBurke,2019-07-24,English,7.03,,4.0,9,18,558
Winter Waites,LucyLennox,LucyLennox,2021-01-26,English,2.8,,1.0,2,25,145
Pounding Skin,L.A.Witt,L.A.Witt,2019-04-30,English,7.03,,1.0,9,36,576
Wolf in Sheep's Clothing,CharlieAdhara,CharlieAdhara,2020-10-03,English,7.03,,1.0,11,17,677
How to Vex a Vampire,AliceWinters,AliceWinters,2020-04-30,English,10.03,,2.0,10,2,602
Iron & Fire,ArianaNash,ArianaNash,2019-07-30,English,7.03,,1.0,11,4,664
The Salisbury Key,HarperFox,HarperFox,2017-07-12,English,10.03,,1.0,11,0,660
Coming Out,LilaRose,LilaRose,2017-10-24,English,6.01,,1.0,3,32,212
Virgin Flyer,LucyLennox,LucyLennox,2020-11-03,English,8.02,,5.0,8,25,505
Priddy's Tale,HarperFox,HarperFox,2017-04-03,English,8.02,,1.0,6,45,405
Leo Loves Aries,AnytaSunday,AnytaSunday,2018-12-06,English,7.03,,1.0,8,14,494
Temptation,KrisBryant,KrisBryant,2020-08-01,English,8.02,4.5,3.0,7,46,466
IRL: In Real Life,"LucyLennox,MollyMaddox","LucyLennox,MollyMaddox",2019-02-21,English,8.02,4.5,5.0,8,48,528
The Brutal Truth,LeeWinter,LeeWinter,2018-08-05,English,8.44,,6.0,11,42,702
Kidnapped by the Pirate,KeiraAndrews,KeiraAndrews,2018-04-17,English,7.03,,1.0,10,6,606
By Mutual Consent,TraceyRichardson,TraceyRichardson,2020-05-26,English,7.03,4.5,2.0,8,46,526
Fakers,"LucyLennox,MayArcher","LucyLennox,MayArcher",2020-07-27,English,8.02,,1.0,9,22,562
Before You Say I Do,ClareLydon,ClareLydon,2020-10-13,English,12.06,,1.0,7,18,438
"It’s Been a Pleasure, Noni Blake",ClaireChristian,ClaireChristian,2020-02-12,English,10.02,,1.0,9,53,593
Flavor of the Month,GeorgiaBeers,GeorgiaBeers,2020-09-04,English,8.02,3.5,2.0,8,38,518
Alone,E.J.Noyes,E.J.Noyes,2019-08-13,English,8.02,,1.0,9,52,592
Beautiful Dreamer,MelissaBrayden,MelissaBrayden,2019-11-07,English,10.03,,2.0,10,34,634
Backwards to Oregon,Jae,Jae,2019-03-14,English,10.03,,1.0,15,30,930
A Little Bit Like Love,BrookeBlaine,BrookeBlaine,2020-04-21,English,14.06,,1.0,7,35,455
Not the Marrying Kind,Jae,Jae,2019-07-30,English,8.44,,1.0,11,52,712
Shiver,"JocelynnDrake,RindaElliott","JocelynnDrake,RindaElliott",2019-03-26,English,10.03,4.5,2.0,10,46,646
